model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date
  Asus ROG Zephyrus G15 GA503RS-HQ011W ,Asus,גיימינג,Windows 11 Home,"1.9 ק""ג",32 GB,4.9Ghz,6900HS,דור 5,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,לא זמין,ללא,כולל,מצלמת IR,לא כולל,11002,14019,12510.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167034,2022
  Asus Zenbook 14X OLED UX5400EA-L7150 ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3788,4600,4194.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1160039,2022
  Asus ROG Strix Scar 15 G533ZX-LN085W ,Asus,גיימינג,ללא,"2.3 ק""ג",32 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,13838,16599,15218.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1144702,2022
  Asus X1404ZA-NK097W ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2178,2349,2263.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191221,2023
  Asus VIvoBook Pro 15 OLED K6502VU-MA072 ,Asus,לא רלוונטי,ללא,"1.8 ק""ג",16 GB,3.7Ghz,13700H,דור 13,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,2880x1620,IPS,לא זמין,ללא,כולל,קורא טביעות אצבע,לא כולל,6391,7156,6773.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192504,2022
  Asus Zenbook 14 UX3402VA-KM064W ,Asus,לא רלוונטי,Windows 11 Home,"1.39 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,90 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5698,5969,5833.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186659,2022
  Asus VivoBook 14 K413EQ-EB375 ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3349,4567,3958.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149975,2022
  Asus TUF Dash F15 FX517ZR-HN014 ,Asus,גיימינג,ללא,"2.0 ק""ג",16 GB,2.3Ghz,12650H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא כולל,לא כולל,5878,6927,6402.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1160046,2022
  Asus ZenBook 14 UX435EG-AI524W ,Asus,לא רלוונטי,ללא,"1.29 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,מצלמת IR,לא כולל,4684,5190,4937.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149373,2022
  Asus TUF Gaming F17 FX707ZR-HX023 ,Asus,גיימינג,Windows 11 Home,"2.6 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,17.3 אינטש,לא זמין,IPS,לא זמין,ללא,1 מגה פיקסל,לא כולל,לא כולל,6799,7998,7398.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1176396,2023
  Asus VivoBook 15 X1500EA-BQ2532 ,Asus,לא רלוונטי,ללא,"1.8 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1465,1944,1704.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1161906,2022
  Asus TUF Gaming F15 FX507ZC4-HN151W ,Asus,גיימינג,ללא,"2.2 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,5480,5893,5686.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1195151,2022
  Asus VivoBook 15 X1500EA-EJ2287 ,Asus,לא רלוונטי,ללא,"1.8 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1986,2334,2160.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1166880,2022
  Asus Zenbook 14X OLED UX3404VC-M9026W ,Asus,לא רלוונטי,ללא,"1.56 ק""ג",32 GB,4.1Ghz,13900H,דור 13,DDR5,1000 GB,SSD,לא כולל,14.5 אינטש,2880X1800,IPS,120 Hz,ללא,כולל,מצלמת IR,לא כולל,7688,7995,7841.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1190981,2022
  Asus TUF Gaming F17 FX707ZM-KH088W ,Asus,גיימינג,Windows 11 Home,"2.6 ק""ג",16 GB,4.7Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,לא זמין,ללא,כולל,לא זמין,לא כולל,5839,6289,6064.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1183115,2022
  Asus Vivobook 15 X1504ZA-NJ196W ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,3097,3201,3149.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192676,2023
  Asus VivoBook 14 X1500EA-EJ2848 ,Asus,לא רלוונטי,ללא,"1.55 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,1918,2090,2004.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1173413,2022
  Asus Vivobook Go 14 Flip TP1401KA-EC022W ,Asus,לא רלוונטי,ללא,"1.45 ק""ג",8 GB,1.1Ghz,N6000,דור 6,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,כולל,לא כולל,לא כולל,2331,2399,2365.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149014,2022
  Asus ExpertBook B9 B9400CBA-KC0499X ,Asus,לא רלוונטי,Windows 11 Home,"1.01 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,מצלמת IR,לא כולל,7436,8276,7856.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1179971,2022
  Asus Zenbook Pro 15 OLED UM535QE-KY340W ,Asus,לא רלוונטי,ללא,"2 ק""ג",16 GB,3.2Ghz,5800H,דור 4,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,כולל,1 מגה פיקסל,מצלמת IR,לא כולל,5188,6117,5652.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167587,2022
  Asus VivoBook 15 X1502ZA-BQ415 ,Asus,לא רלוונטי,ללאWindows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1240P,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,1888,2699,2293.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1169067,2022
  Asus X1404ZA-NK098W ,Asus,לא רלוונטי,Windows 11 Pro,"1.4 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2439,2845,2642.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191220,2023
  Asus VivoBook Pro 15 OLED K6502VU-MA071 ,Asus,לא רלוונטי,ללא,"1.8 ק""ג",16 GB,4.1Ghz,13900H,דור 13,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2880x1620,LCD,לא זמין,ללא,כולל,קורא טביעות אצבע,לא כולל,6748,7680,7214.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192511,2022
  Asus ROG Zephyrus G15 GA503RW-LN085 ,Asus,גיימינג,Windows 11 Home,"1.9 ק""ג",32 GB,3Ghz,6900HS,דור 5,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,לא זמין,ללא,כולל,מצלמת IR,לא כולל,8496,9881,9188.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1184001,2022
  Asus ROG Zephyrus G15 GA503RS-HQ011W ,Asus,גיימינג,ללא,"1.9 ק""ג",32 GB,4.9Ghz,6900HS,דור 5,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,לא זמין,ללא,כולל,מצלמת IR,לא כולל,11002,14019,12510.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1167034,2022
  Asus Zenbook 14X OLED UX5400EA-L7150 ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3788,4600,4194.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1160039,2022
  Asus ROG Strix Scar 15 G533ZX-LN085W ,Asus,גיימינג,ללא,"2.3 ק""ג",32 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,13838,16599,15218.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1144702,2022
  Asus X1404ZA-NK097W ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2178,2349,2263.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191221,2023
  Asus VIvoBook Pro 15 OLED K6502VU-MA072 ,Asus,לא רלוונטי,Windows 11 Pro,"1.8 ק""ג",16 GB,3.7Ghz,13700H,דור 13,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,2880x1620,LCD,לא זמין,ללא,כולל,קורא טביעות אצבע,לא כולל,6391,7156,6773.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192504,2022
  Asus Zenbook 14 UX3402VA-KM064W ,Asus,לא רלוונטי,ללא,"1.39 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,LCD,90 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,5698,5969,5833.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186659,2022
  Asus VivoBook 14 K413EQ-EB375 ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3349,4567,3958.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149975,2022
  Asus TUF Dash F15 FX517ZR-HN014 ,Asus,גיימינג,ללא,"2.0 ק""ג",16 GB,2.3Ghz,12650H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,5878,6927,6402.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1160046,2022
  Asus ZenBook 14 UX435EG-AI524W ,Asus,לא רלוונטי,ללא,"1.29 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,כולל,מצלמת IR,לא כולל,4684,5190,4937.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1149373,2022
  Asus TUF Gaming F17 FX707ZR-HX023 ,Asus,גיימינג,Windows 11 Home,"2.6 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,17.3 אינטש,לא זמין,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,6799,7998,7398.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1176396,2023
  Asus VivoBook 15 X1500EA-BQ2532 ,Asus,לא רלוונטי,Windows 11 Home,"1.8 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,1465,1944,1704.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1161906,2022
  Asus TUF Gaming F15 FX507ZC4-HN151W ,Asus,גיימינג,Windows 11 Home,"2.2 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,5480,5893,5686.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1195151,2022
  Asus VivoBook 15 X1500EA-EJ2287 ,Asus,לא רלוונטי,Windows 11 Pro,"1.8 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,1986,2334,2160.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1166880,2022
  Asus Zenbook 14X OLED UX3404VC-M9026W ,Asus,לא רלוונטי,Windows 11 Pro,"1.56 ק""ג",32 GB,4.1Ghz,13900H,דור 13,DDR5,1000 GB,SSD,לא כולל,14.5 אינטש,2880X1800,LCD,120 Hz,ללא,כולל,מצלמת IR,לא כולל,7688,7995,7841.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1190981,2022
  Asus TUF Gaming F17 FX707ZM-KH088W ,Asus,גיימינג,ללא,"2.6 ק""ג",16 GB,4.7Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,LCD,לא זמין,ללא,כולל,לא זמין,לא כולל,5839,6289,6064.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1183115,2022
